Date,Close/Last,Volume,Open,High,Low
12/23/2021,$569.62,2147722,$568.96,$572.57,$566.1601
12/22/2021,$563.98,4526208,$560.3,$564.92,$552.24
12/21/2021,$557.52,4104714,$550.91,$559.89,$538.05
12/20/2021,$549.77,3441126,$545.61,$557.27,$543.5
12/17/2021,$556.64,8014024,$566.09,$566.99,$545.135
12/16/2021,$566.09,10961250,$578.4,$591.5773,$556.1501
12/15/2021,$630.33,4288818,$615.96,$631.25,$604.6199
12/14/2021,$614.86,5934156,$635.36,$636,$599.1
12/13/2021,$658.3,3829357,$652.77,$675.21,$650.9784
12/10/2021,$654.45,2872975,$638.13,$654.97,$635.1
12/09/2021,$632.57,2550690,$650.92,$655.72,$630.88
12/08/2021,$653.1,2416232,$647.3,$654.65,$641.61
12/07/2021,$649.96,3943536,$644.193,$655.22,$640.05
12/06/2021,$622.04,3170342,$617.47,$625.9,$605.725
12/03/2021,$616.53,6741841,$658.1,$662.09,$604.3
12/02/2021,$671.88,2675408,$655.95,$674.845,$653.62
12/01/2021,$657.41,2832765,$676,$678.78,$656.28
11/30/2021,$669.85,4703616,$687.22,$694.89,$667.83
11/29/2021,$687.49,2728844,$668,$691.36,$665.77
11/26/2021,$662.1,2203960,$670.2529,$683.9999,$659.68
11/24/2021,$668.32,2426821,$655.83,$668.87,$647.14
11/23/2021,$665.16,2504127,$662.7035,$667.5699,$648.61
11/22/2021,$673.57,2285511,$696.275,$699.54,$672.66
11/19/2021,$688.37,3093812,$681.26,$699.5,$678.91
11/18/2021,$670.96,1494358,$670.62,$676.55,$665.08
11/17/2021,$670.67,1221871,$671.76,$672.7367,$662.84
11/16/2021,$671.03,1421950,$659.14,$673.7449,$658.99
11/15/2021,$659.73,1077608,$658.37,$663.665,$655.19
11/12/2021,$657.6,1286806,$649.01,$658.4725,$647.16
11/11/2021,$643.17,1271194,$649.61,$652.57,$642.1
11/10/2021,$647.5,2038209,$663.2,$665.8099,$645.86
11/09/2021,$667.92,1128004,$667.69,$669.66,$663
11/08/2021,$666.02,1497363,$666.56,$668.25,$661.4
11/05/2021,$662.72,2517646,$676.74,$677.76,$661.11
11/04/2021,$674.08,2480616,$659.44,$676.08,$657.75
11/03/2021,$655.18,1970703,$645.52,$656.5,$640
11/02/2021,$640.4,1769966,$641.12,$647.7436,$639.23
11/01/2021,$640.2,2215757,$651.05,$654,$634.78
10/29/2021,$650.36,1927887,$637.77,$651.31,$637
10/28/2021,$639.28,2085002,$638,$642.49,$633.27
10/27/2021,$640.08,1630177,$644.48,$648.8053,$639.81
10/26/2021,$642.5,2153959,$650.91,$659.19,$642.1
10/25/2021,$646.97,1629369,$644.47,$649.62,$639.0652
10/22/2021,$643.58,1786582,$640.43,$644.43,$634.45
10/21/2021,$638.66,1586592,$632,$639.17,$629
10/20/2021,$632.37,1497205,$639.28,$641.29,$630.1713
10/19/2021,$636.07,2470024,$625.26,$639.39,$625.26
10/18/2021,$622.83,1905125,$610.65,$623.47,$607.57
10/15/2021,$610.09,1960103,$611.694,$612.25,$607.55
10/14/2021,$607.51,2501675,$600,$609.44,$596.97
10/13/2021,$591.12,2144405,$585.26,$593.54,$582.655
10/12/2021,$580.69,1740279,$579.157,$584.22,$574.42
10/11/2021,$573.07,1410612,$574.5,$582.28,$571.495
10/08/2021,$576.86,2051019,$581.3,$583.61,$575.52
10/07/2021,$578.96,2648546,$578.46,$586.145,$576.19
10/06/2021,$570.31,2043151,$561.24,$572.155,$560.21
10/05/2021,$566.7,2337838,$563.91,$570.29,$559.21
10/04/2021,$558.49,3976963,$574.59,$576.8,$552.14
10/01/2021,$577.47,2915254,$577.52,$581.47,$568.61
09/30/2021,$575.72,2747916,$580.64,$586.1946,$573.2358
09/29/2021,$577.7,2726816,$585.45,$586.55,$576.07
09/28/2021,$578.77,5108900,$596.3142,$596.3142,$578.33
09/27/2021,$603.65,4152187,$615.8,$616.6562,$602.73
09/24/2021,$622.71,2809022,$628,$629.03,$618.22
09/23/2021,$630.84,2985547,$632.288,$633.815,$627.02
09/22/2021,$626.08,5689624,$624.79,$628.94,$615.06
09/21/2021,$645.89,2449253,$646.876,$650.945,$640.3
09/20/2021,$641.29,2637412,$646.035,$653.93,$633.05
09/17/2021,$654.48,3553211,$663.21,$665,$652.04
09/16/2021,$665.11,2046113,$657.53,$666.47,$654.705
09/15/2021,$661.08,2009337,$652.315,$663.309,$650.975
09/14/2021,$645.01,2150162,$646,$649.58,$642.46
09/13/2021,$645.15,2242491,$663.04,$663.6,$640.24
09/10/2021,$658.94,1204255,$666.18,$668.87,$658.2
09/09/2021,$661.68,1110228,$664.84,$667.46,$659.93
09/08/2021,$663.22,1368043,$660.15,$664.08,$657.1
09/07/2021,$661.39,1382387,$667.35,$668.87,$656.55
09/03/2021,$666.59,1641621,$664.43,$673.88,$664.295
09/02/2021,$664.64,1403452,$669.82,$669.85,$661.67
09/01/2021,$665.89,1261172,$664.51,$668.96,$662
08/31/2021,$663.7,1877807,$667.9,$667.9,$660.46
08/30/2021,$665.99,1341472,$659.7774,$667.67,$659.7774
08/27/2021,$658.52,1142619,$652.52,$662.61,$651.86
08/26/2021,$652.39,1619386,$653.59,$657.91,$649.35
08/25/2021,$656.8,1048207,$658.61,$661.06,$651.64
08/24/2021,$657.24,866488,$659.14,$660,$653.4
08/23/2021,$656.86,1652444,$645.87,$658.5,$645.52
08/20/2021,$647.34,1434000,$639.84,$652,$634.53
08/19/2021,$637.66,1693879,$624.88,$642.55,$623.6334
08/18/2021,$626.77,1386502,$632.8,$637.14,$626.05
08/17/2021,$635.01,1346430,$636.55,$637,$630.22
08/16/2021,$636.94,1105563,$637.03,$638.02,$628.188
08/13/2021,$637.31,932829,$634.49,$638.426,$632.35
08/12/2021,$634.35,1163881,$626,$636.64,$624.04
08/11/2021,$626.03,1328509,$623.76,$627.42,$621.65
08/10/2021,$621.74,1540139,$630.48,$633.2999,$620.6
08/09/2021,$629.22,1119124,$634.98,$634.98,$626.925
08/06/2021,$631.38,1127956,$629.27,$631.84,$625.17
08/05/2021,$632.08,1158339,$626.99,$632.47,$623
08/04/2021,$625.68,1306893,$622.47,$627.08,$617.6202
08/03/2021,$621.28,1067408,$620.23,$624.7,$614
08/02/2021,$618.75,1467043,$625.87,$627.6,$612.93
07/30/2021,$621.63,1403651,$619.03,$622.8,$617.29
07/29/2021,$621.7,1068902,$617.04,$625.67,$617.04
07/28/2021,$620.92,1468103,$620.99,$626,$617.57
07/27/2021,$618.28,1540250,$620.996,$623.92,$610.64
07/26/2021,$620.8,1389898,$624.18,$625.87,$619.725
07/23/2021,$625.87,2030395,$625.76,$631.64,$622.0001
07/22/2021,$623.68,1477891,$614.58,$623.95,$614.58
07/21/2021,$612.26,1381019,$605.72,$612.58,$603.32
07/20/2021,$608.72,1675926,$605.39,$612.75,$598.48
07/19/2021,$602.05,2046575,$602.75,$610.69,$598.14
07/16/2021,$606.1,1249738,$608.71,$611.62,$603.66
07/15/2021,$606.17,1618283,$608.4,$609.95,$602.6501
07/14/2021,$608.83,1377018,$608.14,$611.305,$604.01
07/13/2021,$605.01,1435602,$600.56,$609.33,$598.42
07/12/2021,$600.2,1696279,$606,$607.4229,$596.48
07/09/2021,$604.5,2145199,$601.43,$605.95,$597.44
07/08/2021,$605.95,1846617,$595.64,$607.2989,$593.33
07/07/2021,$605.77,2022482,$600,$607.665,$597.4
07/06/2021,$596.9,1657567,$595.87,$600.66,$592.48
07/02/2021,$593.07,1744955,$588.67,$594.08,$587.96
07/01/2021,$584.73,1646412,$583.33,$587.7799,$581.35
06/30/2021,$585.64,1704224,$590.75,$592.2402,$585
06/29/2021,$590.75,1204806,$586.78,$591.34,$583.9
06/28/2021,$588.8,1713970,$582.71,$589.41,$581
